,review_for,review_id,username,user_url,published,date_retrieved,num_stars,num_reviews,review_text,lang
395,Monk,ChdDSUhNMG9nS0VJQ0FnSUNDM3REY3h3RRAB,Rose Lavan,https://www.google.com/maps/contrib/117731825465876841958/reviews?hl=en-US,10 months ago,2021-06-30 11:38:07.109246,4.0,3,Sometimes rude staff sometimes good,en
396,Monk,ChdDSUhNMG9nS0VJQ0FnSURVN1o2TDNnRRAB,Erica Mallat,https://www.google.com/maps/contrib/114078832317255051944/reviews?hl=en-US,a year ago,2021-06-30 11:38:07.113156,3.0,169,Some really neat sculptures in here but the station is filthy and needs a good cleaning like most stations. The station smells horrible however all the time. Pray to whatever diety you choose that the escalator is in service. It’s a long …,en
397,Monk,ChdDSUhNMG9nS0VJQ0FnSUNRMnJDbHVRRRAB,Branden Monette (MaZe),https://www.google.com/maps/contrib/103769524682032922921/reviews?hl=en-US,2 years ago,2021-06-30 11:38:07.115964,5.0,24,"Typical Subway Station. Has some nice structures inside and usually has someone playing music. Sometimes attracts a young crowd , prob from the local high schools, that hang around sometimes but still a safe place. last stop before the  Angrignon Terminus.",en
398,Monk,ChdDSUhNMG9nS0VJQ0FnSUNBeGZtaDVBRRAB,Leah M,https://www.google.com/maps/contrib/101039774888247464796/reviews?hl=en-US,3 years ago,2021-06-30 11:38:07.119075,1.0,61,I'm rating it one star in hopes that whoever manages this station will improve its ventilation. It is so muggy and the air thickness as soon as your enter the doors is gross. I can't think of another metro station that has such poor air quality.,en
399,Monk,ChdDSUhNMG9nS0VJQ0FnSUNZMGJTYWt3RRAB,SALEX1000,https://www.google.com/maps/contrib/105133027538705857662/reviews?hl=en-US,2 years ago,2021-06-30 11:38:07.120765,1.0,56,"Monk is by far the poopiest metro station on the entire green line! It’s in a terrible location, the air in the station is muggy, the architecture is bad, the walls are made terribly and the benches are unbearable.",en
400,Monk,ChZDSUhNMG9nS0VJQ0FnSURvdVBhZE5nEAE,Stelios Alexandros Loizos,https://www.google.com/maps/contrib/101052126949128040230/reviews?hl=en-US,2 years ago,2021-06-30 11:38:07.121847,1.0,2,It smell like poopoo,en
401,Monk,ChdDSUhNMG9nS0VJQ0FnSURJeWRHTTNnRRAB,Haha MTL,https://www.google.com/maps/contrib/115343406627129603732/reviews?hl=en-US,2 years ago,2021-06-30 11:38:07.123781,2.0,72,"Was living around, it is not very safe and my friend got his bike stolen in front of him, and got no help.",en
402,Monk,ChdDSUhNMG9nS0VJQ0FnSURndHVLT213RRAB,Yassine Chaouch,https://www.google.com/maps/contrib/108996384149017869715/reviews?hl=en-US,4 years ago,2021-06-30 11:38:07.126103,5.0,28,Beautiful!!,en
403,Acadie,ChdDSUhNMG9nS0VJQ0FnSUNFNGEzWTVnRRAB,Kenny Newill,https://www.google.com/maps/contrib/117238568044519297201/reviews?hl=en-US,2 years ago,2021-06-30 11:14:35.319952,5.0,23,I do use often and it's well maintained station. It connects the place where I go frequently maybe that's the reason why I rate five stars :),en
404,Acadie,ChZDSUhNMG9nS0VJQ0FnSUNRMGViYWZ3EAE,Yee L,https://www.google.com/maps/contrib/109201940690611829304/reviews?hl=en-US,2 years ago,2021-06-30 11:14:35.321915,1.0,13,Worst station ever. I have seen better stations in under developing countries. Person behind the counter behave like a colonial era clerk. This is not a tourist friendly place!,en
405,Acadie,ChdDSUhNMG9nS0VJQ0FnSUMwNzlYaG5nRRAB,François Durocher,https://www.google.com/maps/contrib/104085047034650805224/reviews?hl=en-US,a year ago,2021-06-30 11:14:35.323862,5.0,31,Close to the new Udem pavilion,en
406,Acadie,ChdDSUhNMG9nS0VJQ0FnSURRN2NPWS1BRRAB,Matt Davis,https://www.google.com/maps/contrib/114238999057158422045/reviews?hl=en-US,5 years ago,2021-06-30 11:14:35.326017,5.0,218,It's a metro station - it gets you from A to B,en
407,Snowdon,ChZDSUhNMG9nS0VJQ0FnSURLM3JiYUF3EAE,Kashaf Fatima,https://www.google.com/maps/contrib/111511356802944320020/reviews?hl=en-US,a month ago,2021-06-30 10:34:35.645763,5.0,21,The lights are interesting.,en
408,Snowdon,ChZDSUhNMG9nS0VJQ0FnSUN5NE9ibmZ3EAE,Red Leaf,https://www.google.com/maps/contrib/110329357027544520494/reviews?hl=en-US,5 months ago,2021-06-30 10:34:35.653592,4.0,22,Nice location,en
409,Snowdon,ChZDSUhNMG9nS0VJQ0FnSURTdzctQ2F3EAE,Lily,https://www.google.com/maps/contrib/111583242759771794324/reviews?hl=en-US,5 months ago,2021-06-30 10:34:35.657059,4.0,15,If you looking for some actions here is the place to come. Sometimes random crackheads will come out of nowhere and starts going nuts. Other than that there’s a lot of food places around where you can grab something to eat before going to work.,en
410,Snowdon,ChZDSUhNMG9nS0VJQ0FnSUNTZ0xhV1BnEAE,El Sto,https://www.google.com/maps/contrib/109666534451819020601/reviews?hl=en-US,6 months ago,2021-06-30 10:34:35.661257,5.0,14,"Lots of cafe, fast food, banks, grocery stores. You can make a key 🔑,  print or copy, send money overseas, cash cheques, make manicure/pedicure. And even more...",en
411,Snowdon,ChZDSUhNMG9nS0VJQ0FnSURzaUxHMEpREAE,RAJ SEKHAR VANGALA,https://www.google.com/maps/contrib/110122052469079807533/reviews?hl=en-US,a year ago,2021-06-30 10:34:35.668195,5.0,6,"I use this metro almost everyday.
This is one of the major transfer point after berry uqam.
Orange lines and blue line is accessible from here
Although there are not much shopping centers or famous grocery stores, this place is best for people who wants to pay less living in montreal

Happy journey",en
412,Snowdon,ChZDSUhNMG9nS0VJQ0FnSUQwaUtEVmZREAE,D B,https://www.google.com/maps/contrib/100589833129562958504/reviews?hl=en-US,a year ago,2021-06-30 10:34:35.669665,3.0,60,Very confusing metro station. There are many stairs. At least there is an elevator and some escalators. Bus drivers in this area aren't very friendly. Once I was walking out of the station. The bus was waiting there and the driver didn't open the door to let me in. There are only a couple buses that stop at this station. It is not a very practical station. The street always floods when it is raining and the puddles are more than an inch tall. I don't really like this station.,en
413,Snowdon,ChZDSUhNMG9nS0VJQ0FnSURrbnVXWEh3EAE,Sharn Bains,https://www.google.com/maps/contrib/113906768800428177136/reviews?hl=en-US,2 years ago,2021-06-30 10:34:35.679939,4.0,194,Great in terms of service but not the cleanest one.,en
414,Snowdon,ChdDSUhNMG9nS0VJQ0FnSUM0cWFhNmpBRRAB,kevin dong,https://www.google.com/maps/contrib/100241863931020057515/reviews?hl=en-US,2 years ago,2021-06-30 10:34:35.682215,4.0,230,"Not the greatest Montreal Metro station, but it does the job quite nicely. Entrance is a little dirty though",en
415,Snowdon,ChZDSUhNMG9nS0VJQ0FnSUNnLU9fZEZBEAE,Rommel Fernando,https://www.google.com/maps/contrib/118413081094947237304/reviews?hl=en-US,3 years ago,2021-06-30 10:34:35.694851,4.0,25,Just installed elevators allow accessible everywhere.. Two lines intersect here.. St Joseph oratory nearby,en
416,Snowdon,ChZDSUhNMG9nS0VJQ0FnSURBN2ZXcWF3EAE,David G.,https://www.google.com/maps/contrib/108148522850688162238/reviews?hl=en-US,3 years ago,2021-06-30 10:34:35.706661,5.0,50,Clean and well located  always safe especially before dark.,en
417,Snowdon,ChZDSUhNMG9nS0VJQ0FnSURRN2JPaVlREAE,Matt Davis,https://www.google.com/maps/contrib/114238999057158422045/reviews?hl=en-US,5 years ago,2021-06-30 10:34:35.712018,5.0,218,A metro station. Good to catch the metro at.,en
418,Snowdon,ChdDSUhNMG9nS0VJQ0FnSUNBNUxUVXN3RRAB,Mónica Delgadillo,https://www.google.com/maps/contrib/117169831367767284119/reviews?hl=en-US,3 years ago,2021-06-30 10:34:35.716795,5.0,194,A good place a lot of facilities,en
419,Snowdon,ChZDSUhNMG9nS0VJQ0FnSURBcEtyV1lREAE,Maria Pachon,https://www.google.com/maps/contrib/116101861873431326657/reviews?hl=en-US,3 years ago,2021-06-30 10:34:35.719960,3.0,151,Good transportación and some coffe shops,en
420,Snowdon,ChdDSUhNMG9nS0VJQ0FnSUNNMjlQWDdRRRAB,Minal C.,https://www.google.com/maps/contrib/106628233963972526582/reviews?hl=en-US,a year ago,2021-06-30 10:34:35.726499,4.0,863,"if you want to cut short from the orange line instead of going all the way around you should take this, as Google maps cannot figure that out and won't give that suggestion.",en
421,Snowdon,ChdDSUhNMG9nS0VJQ0FnSURnam9QUTJBRRAB,Duke,https://www.google.com/maps/contrib/101612257093788245221/reviews?hl=en-US,3 years ago,2021-06-30 10:34:35.728103,5.0,28,got shot by a nerf gun.,en
422,Snowdon,ChZDSUhNMG9nS0VJQ0FnSURBOHVQM1dREAE,Joana Zghaib,https://www.google.com/maps/contrib/101207717221080387717/reviews?hl=en-US,3 years ago,2021-06-30 10:34:35.732156,3.0,363,the blue line needs MORE wagons. The Snowdon metro is glauque.,en
423,Snowdon,ChdDSUhNMG9nS0VJQ0FnSUN3anUtcXVnRRAB,Roni B,https://www.google.com/maps/contrib/113305339254622187483/reviews?hl=en-US,4 years ago,2021-06-30 10:34:35.733655,4.0,346,"Metro station , intersection of two lines. Not the nicest one !!",en
424,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSUNBeDhtN3VnRRAB,Pablo Novas Perez,https://www.google.com/maps/contrib/117525058289875387175/reviews?hl=en-US,3 years ago,2021-06-30 11:45:44.970602,5.0,214,"Wonderful place, from these heights we can see the city of Montreal almost complete.
Beautiful place of pilgrimage for Christians.",en
425,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSURROU82ODJBRRAB,Krina Trivedi,https://www.google.com/maps/contrib/107809568310836005867/reviews?hl=en-US,3 years ago,2021-06-30 11:45:44.971813,4.0,123,"We only had two hours in the park and wish we had spent an entire day. The view from the Mont Royal Chalet is a ""must see"" thing for a trip to Montreal.",en
426,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSURLLU1EcnpBRRAB,Chapirk Chapoxcha,https://www.google.com/maps/contrib/109891415900490198559/reviews?hl=en-US,2 months ago,2021-06-30 11:45:44.973014,5.0,9,A good metro,en
427,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSURNb2ZuVDRnRRAB,Dustin O'Reilly,https://www.google.com/maps/contrib/111014562763139765345/reviews?hl=en-US,a year ago,2021-06-30 11:45:44.975657,2.0,26,"Everytime I step on the escalator I hope it doesn't break down, or the wind tunnel doesn't knock me down them.",en
428,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSUNnbnRIdHR3RRAB,Tyler Johnson,https://www.google.com/maps/contrib/112608918548482443970/reviews?hl=en-US,3 years ago,2021-06-30 11:45:44.977775,3.0,302,"Its a pretty standard subway station. There is a little convenience type store inside, and outside at least during the summer there is a large tent that sells sandwiches, fresh juices, and herb plants. Like most of the subway station entrances there are buskers and beggars nearby depending on the times of the day.",en
429,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSUNBbjZmeDJRRRAB,Andrew Kan,https://www.google.com/maps/contrib/104672665945966545399/reviews?hl=en-US,2 years ago,2021-06-30 11:45:44.979577,4.0,860,This station is average compared with the other metro station. They have a bus right outside that goes up the mountain to a viewpoint. Very nice views up there. This station was convenient.,en
430,Mont-Royal,ChZDSUhNMG9nS0VJQ0FnSUN3eEp6VkFREAE,Jason Aroussi,https://www.google.com/maps/contrib/113273417781063987202/reviews?hl=en-US,2 years ago,2021-06-30 11:45:44.982868,4.0,127,Pretty standard metro station but the area nears the barriers can get congested at time as it is very small. There’s a convenience store down the escalators,en
431,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSUNBMVBqZDJRRRAB,Kevin Sallée,https://www.google.com/maps/contrib/109196299165703458219/reviews?hl=en-US,3 years ago,2021-06-30 11:45:44.985246,3.0,72,All day it's fine. Peak hour is rough,en
432,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSURncTlHQWtBRRAB,No Waves,https://www.google.com/maps/contrib/108772574122903749032/reviews?hl=en-US,2 years ago,2021-06-30 11:45:44.987151,4.0,78,Very cozy metro and pretty,en
433,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSUNDakliSmd3RRAB,Harsh Patel,https://www.google.com/maps/contrib/110351295494154879532/reviews?hl=en-US,10 months ago,2021-06-30 11:45:44.990002,5.0,65,Wow... place,en
434,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSUNDOGFTd3BRRRAB,Zoir Radjabov,https://www.google.com/maps/contrib/100249706059581510387/reviews?hl=en-US,10 months ago,2021-06-30 11:45:44.992358,5.0,637,Perfect,en
435,Mont-Royal,ChdDSUhNMG9nS0VJQ0FnSUNBc0tXNzBBRRAB,Dave Lachapelle,https://www.google.com/maps/contrib/111743516159999416962/reviews?hl=en-US,3 years ago,2021-06-30 11:45:44.994716,5.0,227,Really good,en
436,Mont-Royal,ChZDSUhNMG9nS0VJQ0FnSURBa0tUdGVREAE,Carlo Tavira,https://www.google.com/maps/contrib/116935798569648748556/reviews?hl=en-US,3 years ago,2021-06-30 11:45:44.996858,3.0,28,"There's always someone asking for money here. It's an obstacle course of beggars, people asking for donations, people giving hugs.. be ready to dodge them all like the matrix",en
437,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSURLNTREaFFBEAE,Ricardo Seales,https://www.google.com/maps/contrib/114221052313869058449/reviews?hl=en-US,a month ago,2021-06-30 10:43:03.819490,5.0,22,Yes lots of homeless people in this area .We need to find them homes.,en
438,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSURNcG9PeldREAE,Nathan Price,https://www.google.com/maps/contrib/116773780443343463109/reviews?hl=en-US,a year ago,2021-06-30 10:43:03.823031,3.0,1,"I liked a little my great experience here because this subway station connects to downtown area and the Bell Centre via long stairs, this subway station has also connections to the train station and my dislikes, this subway station is difficult to find in evenings because the doors are locked.",en
439,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSUNxaU5PZHR3RRAB,s elza,https://www.google.com/maps/contrib/111277270769608919347/reviews?hl=en-US,a month ago,2021-06-30 10:43:03.824035,4.0,458,Not very walking worthy but close to city centre,en
440,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSURNeDlIYmZREAE,Slyvia Novac,https://www.google.com/maps/contrib/115993648861489583153/reviews?hl=en-US,a year ago,2021-06-30 10:43:03.825000,5.0,221,"This station is a multi modal platform where the METRO,  ALL LONG DISTANCE TRAINS, REGIONAL RAILWAY PASSENGER WAGONS and the BUSES network too are interlinked. All those transportation lines are intersecting in this large station of LUCIEN L'ALLIER.
Montrealers are so lucky to have this HUB allowing them to be able to travel and explore Canada from coast to coast. Also, it is possible to travel to USA and much further south.
Thinking of that, it is an opportunity for tourists to be able to come visit our charming city of Montréal too. With so many places to see and discover do not hesitate to come over. Montreal is a very vivid city in north America and the first major destination for couples and lovers who want to enjoy life Tranquilo.",en
441,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSUN5NE9TT3lBRRAB,TOMASZ WIELINSKI,https://www.google.com/maps/contrib/104264658837618384468/reviews?hl=en-US,5 months ago,2021-06-30 10:43:03.826044,5.0,9,Ok.,en
442,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSURBal9IVFRREAE,Daniel Proulx,https://www.google.com/maps/contrib/104146549286709173875/reviews?hl=en-US,3 years ago,2021-06-30 10:43:03.827063,5.0,29,One of the deepest metro stations in Montreal with three long escalators to get to the top or bottom. One of the two metro stops you can use to get to the Bell Center for any events there. There are multiple street level entrances to the station.,en
443,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSURBb08zaWNBEAE,Octo Owen,https://www.google.com/maps/contrib/108052005237964235327/reviews?hl=en-US,2 years ago,2021-06-30 10:43:03.828086,3.0,18,"Working downtown station.

Connected to train terminal as well as the Bell Center.

However the passage way always has a pee smell.
Homeless people reside nearby.

Not handicap friendly, no elevators.

Long distance from entrance to metro line.

Escalators and stairs.

On a slight hill downward the downtown centres.

It's counterpart is Bonaventure station, both used to access the Bell Center on events.",en
444,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSURJbC1PR093EAE,Doug Campbell,https://www.google.com/maps/contrib/118373366872064888003/reviews?hl=en-US,2 years ago,2021-06-30 10:43:03.830081,5.0,130,Very nice train station. It is spacious and has good food options.,en
445,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSURNdUpULUx3EAE,Justin Harris,https://www.google.com/maps/contrib/107234378222758835830/reviews?hl=en-US,a year ago,2021-06-30 10:43:03.831318,2.0,267,"People smoking indoors.
Smells bad. Escalators often broken.",en
446,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSUN3MG9XT29RRRAB,S.E. McKenzie,https://www.google.com/maps/contrib/109537359070841600424/reviews?hl=en-US,3 years ago,2021-06-30 10:43:03.832382,3.0,166,Not always clean but the architecture is very nice. Lots of covered walkways and many exits. Connects to Bell Centre.,en
447,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSURRaFlYLXBBRRAB,Vg G,https://www.google.com/maps/contrib/114092399265107358982/reviews?hl=en-US,3 years ago,2021-06-30 10:43:03.833363,4.0,755,Nice.,en
448,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSURRejgzT2x3RRAB,Eric C,https://www.google.com/maps/contrib/102898319039602811711/reviews?hl=en-US,5 years ago,2021-06-30 10:43:03.834418,4.0,28,"Ordinary metro, beware, take the escalator up.. there is a lot of steps if you take the stairs!",en
449,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSUNBNmVMeUxnEAE,Kushwant Bussawah,https://www.google.com/maps/contrib/105354651002446262821/reviews?hl=en-US,3 years ago,2021-06-30 10:43:03.835500,4.0,52,One of the least smelly metro stations. Cleaner than most. Helps that it is in the heart of the business district and schools,en
450,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSUNBMnVPaDRnRRAB,johnathon Tangredi,https://www.google.com/maps/contrib/102512314267220408184/reviews?hl=en-US,2 years ago,2021-06-30 10:43:03.836519,3.0,49,If you aren't accessible person or travel with a stroller it makes it very hard and difficult but overall the station was nice and clean,en
451,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSUR3d0xUaEZBEAE,Basel Abdo,https://www.google.com/maps/contrib/106102607834949039100/reviews?hl=en-US,2 years ago,2021-06-30 10:43:03.837607,4.0,65,Very low station,en
452,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSURBOHV2N3RnRRAB,Joana Zghaib,https://www.google.com/maps/contrib/101207717221080387717/reviews?hl=en-US,3 years ago,2021-06-30 10:43:03.838623,5.0,363,BELL CENTRE STATION!!!,en
453,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSURRMzhlZnBBRRAB,Munish Aggarwal,https://www.google.com/maps/contrib/100527100520681204060/reviews?hl=en-US,3 years ago,2021-06-30 10:43:03.839645,5.0,64,Very nice,en
454,Lucien-L'Allier,ChdDSUhNMG9nS0VJQ0FnSURBX2U2NDl3RRAB,Jean-Paul Renaud,https://www.google.com/maps/contrib/108903954090738421114/reviews?hl=en-US,4 years ago,2021-06-30 10:43:03.840766,5.0,15,This station changed me,en
455,Lucien-L'Allier,ChZDSUhNMG9nS0VJQ0FnSURnMXRHS09REAE,Omid Barat,https://www.google.com/maps/contrib/106056106399914210784/reviews?hl=en-US,5 years ago,2021-06-30 10:43:03.843895,2.0,38,Lots of homeless folks around this place - scary,en
456,Jarry,ChdDSUhNMG9nS0VJQ0FnSUNDajhPem13RRAB,Zoir Radjabov,https://www.google.com/maps/contrib/100249706059581510387/reviews?hl=en-US,9 months ago,2021-06-30 10:58:50.319625,3.0,637,Nothing special,en
457,Jarry,ChdDSUhNMG9nS0VJQ0FnSURrX1pycXdBRRAB,Jennyfer,https://www.google.com/maps/contrib/104081242333052885931/reviews?hl=en-US,a year ago,2021-06-30 10:58:50.326958,3.0,3,Its ok,en
458,Jarry,ChZDSUhNMG9nS0VJQ0FnSURnb3BXZVZBEAE,Najim Huque,https://www.google.com/maps/contrib/108890193123561279375/reviews?hl=en-US,3 years ago,2021-06-30 10:58:50.328063,1.0,1,Hi...,en
459,Langelier,ChZDSUhNMG9nS0VJQ0FnSURDbU1tNlp3EAE,Gérémy Desnoyers,https://www.google.com/maps/contrib/102746250591355553613/reviews?hl=en-US,9 months ago,2021-06-30 11:41:05.857092,5.0,26,"A station like any other, well maintained and even more cleansed thanks to Covid-19",en
460,Langelier,ChdDSUhNMG9nS0VJQ0FnSURndmRPR3dBRRAB,Gemechu Fanta Garuma,https://www.google.com/maps/contrib/117249781922832996368/reviews?hl=en-US,3 years ago,2021-06-30 11:41:05.858271,4.0,68,"There are supermarkets such as Metro, Walmart, and other stores around this Metro. There are also restaurants and take way pizza houses. Good metro for someone who wants to grab something and go.",en
461,Langelier,ChdDSUhNMG9nS0VJQ0FnSURnOTk2TXB3RRAB,Gloria Komwaka,https://www.google.com/maps/contrib/107170790261505960601/reviews?hl=en-US,3 years ago,2021-06-30 11:41:05.859320,4.0,47,Well located. Lots of amenities nearby.,en
462,Langelier,ChdDSUhNMG9nS0VJQ0FnSUNnNTQtX2pBRRAB,TRAINS4EVER,https://www.google.com/maps/contrib/109078602743866009815/reviews?hl=en-US,4 years ago,2021-06-30 11:41:05.860318,4.0,42,"Langelier is a good example of 1970s all-concrete construction. It is essentially one huge vault, presenting a very dramatic, almost sci-fi aspect at mezzanine level where it is lit with rows of fluorescent lights.
The mezzanine looks down onto the platform over a parapet sloped down at an acute angle. The links between platform and mezzanine are made by stairs arranged in exciting angular formations, continuing the space-age design down to platform level. The rest of the station's walls are made up of orderly rows of prefabricated, bracket-shaped concrete units with integrated seats. In addition, ventilation shafts are hidden by attractive, sculptured metal screens by Charles Daudelin.",en
463,Radisson,ChdDSUhNMG9nS0VJQ0FnSURTdnQyZTBRRRAB,Cherrie Chin,https://www.google.com/maps/contrib/110433471332950511813/reviews?hl=en-US,6 months ago,2021-06-30 10:24:01.307584,4.0,5,When I went to the station there were no buses,en
464,Radisson,ChdDSUhNMG9nS0VJQ0FnSUNnNTRfdi13RRAB,TRAINS4EVER,https://www.google.com/maps/contrib/109078602743866009815/reviews?hl=en-US,4 years ago,2021-06-30 10:24:01.308917,5.0,42,"This very exciting station is characterized by dramatic rounded shapes in pale concrete and stainless steel, giving an impression somewhere between ""metro train"" and ""starship.""The central volume, built cut-and-cover, is one unified space including the escalators between the mezzanine and the bridge. The lighting, hidden in the concrete, casts shadows onto the high ceilings, adding to the effect.
The space looks down onto the platforms from the bridge and the escalators; the rounded shapes of the barrier and ceiling join to create a rounded window onto the platforms. The corridors to the entrances are built along similar lines.",en
465,Radisson,ChZDSUhNMG9nS0VJQ0FnSUNnenZfNFRBEAE,Vanessa,https://www.google.com/maps/contrib/102494224995729060573/reviews?hl=en-US,4 years ago,2021-06-30 10:24:01.309888,4.0,110,Cool place a little isolated from the city. But great area for people who enjoy the suburbs.,en
466,Radisson,ChdDSUhNMG9nS0VJQ0FnSUNBbnIyUTNnRRAB,C. R. Yuen,https://www.google.com/maps/contrib/100381639807531734914/reviews?hl=en-US,3 years ago,2021-06-30 10:24:01.310878,1.0,426,"One of their staff member was quite rude with me in the presence of my daughter in the bus and insisted on arguing about the Opus card being obligatory for children of 11 yrs old. He even followed me to the back of the bus, making a scene infront of passengers, to tell me I was wrong about the info I read on their price list. This is after i pointed out they must change the details on that sheet in regards to what he had told me.
Quite unprofessional and very harrassing of him.
Stm staff are getting worse by the day and this one was the worst I've encountered.
They need to learn some PR skills along with customer service and courtesy. They also need to learn their own rules and regulations before they start giving off misinformation.",en
467,Radisson,ChdDSUhNMG9nS0VJQ0FnSURnNHNleDZBRRAB,Jérémi Lemay,https://www.google.com/maps/contrib/100491181614301852362/reviews?hl=en-US,3 years ago,2021-06-30 10:24:01.311850,5.0,107,Good place for people that lives out of Montreal. A huge parking where you can park ans take the metro.,en
468,Radisson,ChZDSUhNMG9nS0VJQ0FnSUNpZ3N5VVFREAE,Sweet Lou,https://www.google.com/maps/contrib/104298658723162126566/reviews?hl=en-US,8 months ago,2021-06-30 10:24:01.313142,5.0,170,Metro,en
469,Radisson,ChZDSUhNMG9nS0VJQ0FnSUN3cTRqb2J3EAE,John Pao,https://www.google.com/maps/contrib/103925621724209138345/reviews?hl=en-US,3 years ago,2021-06-30 10:24:01.314185,5.0,2,Good staff,en
470,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSUNLMEkzMi1BRRAB,Mike Long,https://www.google.com/maps/contrib/114147039877406529779/reviews?hl=en-US,3 months ago,2021-06-30 11:19:12.506177,4.0,284,Ain’t a bad spot,en
471,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSURpdVlDZVZnEAE,Michael Mouse,https://www.google.com/maps/contrib/108383095585351465320/reviews?hl=en-US,6 months ago,2021-06-30 11:19:12.507008,1.0,31,"The hand sanitizing stations are always empty, the trash cans outside overflowing, and a lot of unsavory characters loitering around either trying to bum a cig off you, or behaving in an uncivilized manner. Not a safe space personally at night time, almost got mugged there once.",en
472,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSURRN2FQdTZnRRAB,Matt Davis,https://www.google.com/maps/contrib/114238999057158422045/reviews?hl=en-US,5 years ago,2021-06-30 11:19:12.507798,5.0,218,Good place to go if you're looking to ride the metro,en
473,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSURndFppNGJnEAE,Olivier Fortin,https://www.google.com/maps/contrib/111136290184843614410/reviews?hl=en-US,3 years ago,2021-06-30 11:19:12.508585,1.0,37,"Underfunded metro line, escalators always broken or stopped, no wheel chair access to the metro, yet there's wheelchair spaces in each metro car, almost impossible for parents with kids in strollers. STM only focuses on upgrading the stations in richer neighborhood's",en
474,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSUNnbGV5ZDBRRRAB,Patrick Wu (Wunderful),https://www.google.com/maps/contrib/112794414588315527195/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.509373,4.0,458,Good metro station but can get pretty busy during rush hour times,en
475,Saint-Michel,ChZDSUhNMG9nS0VJQ0FnSUNnNjd6VVdBEAE,carl-olivier cenat Beneche,https://www.google.com/maps/contrib/103192085084020943456/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.510164,5.0,6,Super good place,en
476,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSURBOHF6VWtRRRAB,Anou Chanthavong,https://www.google.com/maps/contrib/107136227967890818362/reviews?hl=en-US,4 years ago,2021-06-30 11:19:12.510956,5.0,4,Good métro station,en
477,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSUN3NEtESW9BRRAB,Mouris Khouri,https://www.google.com/maps/contrib/108204121120887903600/reviews?hl=en-US,3 years ago,2021-06-30 11:19:12.512129,3.0,1,Good time at this bistro,en
478,Saint-Michel,ChdDSUhNMG9nS0VJQ0FnSUN3b2J6UTJnRRAB,Daniel Law,https://www.google.com/maps/contrib/113228157812840208385/reviews?hl=en-US,5 years ago,2021-06-30 11:19:12.512928,5.0,204,Great,en
479,Papineau,ChZDSUhNMG9nS0VJQ0FnSURvc04zNld3EAE,S.E. McKenzie,https://www.google.com/maps/contrib/109537359070841600424/reviews?hl=en-CA,2 years ago,2021-06-30 00:49:24.394354,2.0,166,"The Beaudry Station was closed for renovations and though this station was clean enough there was a man lying on a bench and looked like he had just wet himself. There was a shuttle bus available but the whole area seemed dirty, smelly and derilect especially the Macdonalds. The Old Port and Old Montreal districts are a lot more fun for sightseeing etc and much cleaner. Leaving this area you felt dirty.",en
480,Papineau,ChZDSUhNMG9nS0VJQ0FnSURJeDhqUUt3EAE,Coco Frechette,https://www.google.com/maps/contrib/107439948542560575128/reviews?hl=en-CA,2 years ago,2021-06-30 00:49:24.401528,1.0,72,"34 bus going east is never on time. Waited 40 minutes when it was minus 20 outside.
They dont care about their customers that live east. Bus is every 30 minutes at rush hour. Then they raise our passes every year. Pathetic. Bunch of capitalists",en
